Unnamed: 0,Rest_type
9393,Cafe
9394,Takeaway
9394,Delivery
9395,Casual Dining
9396,Casual Dining
9397,Casual Dining
9398,Casual Dining
9398,Bar
9399,Delivery
9400,Quick Bites
9401,Casual Dining
9402,Delivery
9403,Quick Bites
9404,Casual Dining
9405,Casual Dining
9406,Casual Dining
9407,Quick Bites
9408,Bakery
9409,Cafe
9410,Casual Dining
9411,Quick Bites
9412,Mess
9413,Quick Bites
9414,Casual Dining
9415,Delivery
9416,Casual Dining
9416,Bar
9417,Casual Dining
9418,Casual Dining
9419,Quick Bites
9420,Casual Dining
9421,Casual Dining
9422,Bar
9423,Casual Dining
9423,Lounge
9424,Delivery
9425,Casual Dining
9426,Food Court
9427,Casual Dining
9428,Quick Bites
9429,Quick Bites
9430,Quick Bites
9431,Beverage Shop
9432,Beverage Shop
9433,Quick Bites
9434,Quick Bites
9435,Cafe
9436,Quick Bites
9437,Casual Dining
9438,Quick Bites
9439,Delivery
9440,Casual Dining
9441,Casual Dining
9441,Bar
9442,Casual Dining
9443,Delivery
9444,Quick Bites
9445,Quick Bites
9446,Quick Bites
9447,Casual Dining
9448,Quick Bites
9449,Quick Bites
9450,Quick Bites
9451,Quick Bites
9452,Takeaway
9452,Delivery
9453,Quick Bites
9454,Quick Bites
9455,Takeaway
9455,Delivery
9456,Casual Dining
9457,Delivery
9458,Casual Dining
9459,Quick Bites
9460,Quick Bites
9461,Cafe
9461,Casual Dining
9462,Delivery
9463,Bakery
9472,Quick Bites
9473,Beverage Shop
9474,Quick Bites
9475,Quick Bites
9476,Kiosk
9477,Quick Bites
9478,Cafe
9479,Dessert Parlor
9480,Casual Dining
9481,Casual Dining
9482,Quick Bites
9483,Quick Bites
9484,Delivery
9485,Quick Bites
9486,Delivery
9487,Quick Bites
9488,Quick Bites
9489,Takeaway
9489,Delivery
9490,Takeaway
9490,Delivery
9491,Quick Bites
9492,Quick Bites
9493,Quick Bites
9494,Sweet Shop
9495,Quick Bites
9496,Cafe
9496,Quick Bites
9497,Takeaway
9497,Delivery
9498,Quick Bites
9499,Quick Bites
9500,Takeaway
9500,Delivery
9501,Bakery
9502,Casual Dining
9503,Quick Bites
9504,Casual Dining
9505,Casual Dining
9506,Quick Bites
9507,Quick Bites
9508,Quick Bites
9509,Quick Bites
9510,Quick Bites
9511,Quick Bites
9512,Beverage Shop
9513,Quick Bites
9514,Dessert Parlor
9515,Takeaway
9515,Delivery
9516,Casual Dining
9517,Quick Bites
9518,Casual Dining
9519,Delivery
9520,Quick Bites
9521,Quick Bites
9522,Quick Bites
9523,Quick Bites
9524,Quick Bites
9525,Quick Bites
9525,Dessert Parlor
9526,Casual Dining
9527,Casual Dining
9528,Dessert Parlor
9529,Dessert Parlor
9530,Casual Dining
9531,Bakery
9532,Delivery
9533,Takeaway
9533,Delivery
9534,Quick Bites
9535,Quick Bites
9536,Quick Bites
9537,Quick Bites
9538,Quick Bites
9539,Quick Bites
9540,Quick Bites
9541,Quick Bites
9542,Quick Bites
9543,Quick Bites
9544,Quick Bites
9545,Takeaway
9545,Delivery
9546,Quick Bites
9547,Quick Bites
9548,Quick Bites
9550,Casual Dining
9551,Dessert Parlor
9552,Quick Bites
9553,Bar
9554,Quick Bites
9555,Sweet Shop
9556,Quick Bites
9557,Casual Dining
9558,Cafe
9559,Casual Dining
9560,Quick Bites
9561,Quick Bites
9562,Casual Dining
9563,Cafe
9564,Casual Dining
9565,Quick Bites
9566,Takeaway
9566,Delivery
9567,Dessert Parlor
9568,Quick Bites
9569,Quick Bites
9570,Casual Dining
9571,Casual Dining
9572,Quick Bites
9573,Quick Bites
9574,Delivery
9575,Casual Dining
9576,Quick Bites
9577,Cafe
9578,Cafe
9579,Quick Bites
9580,Quick Bites
9581,Takeaway
9581,Delivery
9582,Quick Bites
9583,Casual Dining
9584,Casual Dining
9585,Quick Bites
9586,Quick Bites
9587,Quick Bites
9588,Quick Bites
9589,Quick Bites
9590,Quick Bites
9591,Beverage Shop
9592,Quick Bites
9593,Cafe
9594,Takeaway
9594,Delivery
9595,Quick Bites
9596,Quick Bites
9597,Casual Dining
9598,Quick Bites
9599,Delivery
9600,Quick Bites
9601,Bar
9601,Casual Dining
9602,Dessert Parlor
9603,Casual Dining
9603,Pub
9604,Quick Bites
9605,Quick Bites
9606,Delivery
9607,Quick Bites
9608,Quick Bites
9609,Beverage Shop
9610,Quick Bites
9611,Quick Bites
9612,Quick Bites
9613,Delivery
9614,Quick Bites
9615,Takeaway
9615,Delivery
9616,Takeaway
9616,Delivery
9617,Quick Bites
9618,Quick Bites
9619,Quick Bites
9620,Quick Bites
9621,Beverage Shop
9621,Quick Bites
9622,Quick Bites
9623,Quick Bites
9624,Quick Bites
9625,Quick Bites
9626,Quick Bites
9627,Quick Bites
9628,Bakery
9629,Quick Bites
9630,Quick Bites
9631,Quick Bites
9632,Quick Bites
9633,Quick Bites
9634,Quick Bites
9635,Quick Bites
9635,Sweet Shop
9636,Delivery
9637,Takeaway
9637,Delivery
9639,Cafe
9640,Cafe
9641,Quick Bites
9642,Bakery
9643,Cafe
9644,Quick Bites
9645,Casual Dining
9645,Cafe
9646,Casual Dining
9646,Bar
9647,Takeaway
9647,Delivery
9648,Quick Bites
9649,Quick Bites
9650,Quick Bites
9651,Delivery
9652,Delivery
9653,Quick Bites
9654,Delivery
9655,Quick Bites
9656,Quick Bites
9657,Quick Bites
9658,Quick Bites
9659,Delivery
9660,Quick Bites
9661,Quick Bites
9662,Takeaway
9662,Delivery
9663,Quick Bites
9664,Quick Bites
9665,Takeaway
9665,Delivery
9666,Quick Bites
9667,Quick Bites
9668,Quick Bites
9669,Quick Bites
9670,Takeaway
9670,Delivery
9671,Delivery
9672,Takeaway
9672,Delivery
9673,Quick Bites
9674,Quick Bites
9675,Quick Bites
9676,Delivery
9677,Casual Dining
9678,Quick Bites
9679,Quick Bites
9680,Takeaway
9680,Delivery
9681,Takeaway
9681,Delivery
9682,Takeaway
9682,Delivery
9683,Casual Dining
9684,Delivery
9685,Takeaway
9685,Delivery
9686,Delivery
9687,Casual Dining
9688,Takeaway
9688,Delivery
9689,Quick Bites
9690,Delivery
9691,Takeaway
9691,Delivery
9692,Quick Bites
9693,Dessert Parlor
9694,Takeaway
9694,Delivery
9695,Casual Dining
9696,Delivery
9697,Casual Dining
9698,Quick Bites
9699,Unknown
9700,Delivery
9701,Quick Bites
9701,Cafe
9702,Quick Bites
9703,Beverage Shop
9704,Beverage Shop
9705,Quick Bites
9706,Takeaway
9707,Quick Bites
9708,Casual Dining
9709,Cafe
9710,Cafe
9711,Quick Bites
9712,Food Court
9713,Quick Bites
9714,Takeaway
9714,Delivery
9715,Takeaway
9715,Delivery
9716,Quick Bites
9717,Takeaway
9718,Casual Dining
9719,Cafe
9720,Quick Bites
9721,Quick Bites
9722,Quick Bites
9723,Quick Bites
9724,Quick Bites
9725,Quick Bites
9726,Quick Bites
9727,Delivery
9728,Quick Bites
9729,Takeaway
9729,Delivery
9730,Takeaway
9730,Delivery
9731,Casual Dining
9732,Casual Dining
9733,Cafe
9734,Bakery
9734,Quick Bites
9735,Cafe
9736,Quick Bites
9737,Delivery
9738,Takeaway
9738,Delivery
9739,Casual Dining
9740,Cafe
9741,Delivery
9742,Quick Bites
9743,Quick Bites
9744,Quick Bites
9745,Quick Bites
9746,Quick Bites
9747,Takeaway
9747,Delivery
9748,Casual Dining
9749,Quick Bites
9750,Quick Bites
9751,Quick Bites
9752,Cafe
9753,Dessert Parlor
9754,Food Court
9755,Takeaway
9755,Delivery
9756,Quick Bites
9757,Takeaway
9757,Delivery
9758,Casual Dining
9759,Quick Bites
9760,Dessert Parlor
9761,Quick Bites
9762,Quick Bites
9763,Dessert Parlor
9763,Quick Bites
9764,Quick Bites
9765,Delivery
9766,Quick Bites
9767,Takeaway
9767,Delivery
9768,Quick Bites
9769,Bar
9770,Takeaway
9770,Delivery
9771,Delivery
9772,Delivery
9773,Casual Dining
9774,Quick Bites
9775,Quick Bites
9776,Delivery
9777,Quick Bites
9778,Beverage Shop
9779,Quick Bites
9780,Dessert Parlor
9781,Delivery
9782,Quick Bites
9783,Takeaway
9783,Delivery
9784,Quick Bites
9785,Quick Bites
9786,Quick Bites
9787,Delivery
9788,Pub
9788,Casual Dining
9789,Cafe
9790,Delivery
9791,Takeaway
9791,Delivery
9792,Takeaway
9792,Delivery
9793,Quick Bites
9794,Delivery
9795,Delivery
9796,Delivery
9797,Quick Bites
9798,Casual Dining
9799,Casual Dining
9799,Pub
9800,Bakery
9801,Quick Bites
9802,Dessert Parlor
9802,Bakery
9803,Beverage Shop
9804,Casual Dining
9805,Quick Bites
9806,Quick Bites
9807,Cafe
9807,Casual Dining
9808,Delivery
9809,Takeaway
9809,Delivery
9810,Takeaway
9810,Delivery
9811,Quick Bites
9812,Delivery
9813,Quick Bites
9814,Cafe
9815,Quick Bites
9816,Delivery
9817,Delivery
9818,Food Truck
9819,Takeaway
9819,Delivery
9820,Quick Bites
9821,Sweet Shop
9822,Cafe
9823,Casual Dining
9824,Takeaway
9824,Delivery
9825,Delivery
9826,Pub
9826,Casual Dining
9827,Casual Dining
9828,Quick Bites
9829,Casual Dining
9830,Casual Dining
9831,Casual Dining
9832,Casual Dining
9833,Casual Dining
9834,Quick Bites
9835,Casual Dining
9836,Dessert Parlor
9837,Casual Dining
9838,Quick Bites
9839,Casual Dining
9840,Cafe
9841,Casual Dining
9842,Delivery
9843,Quick Bites
9844,Quick Bites
9845,Quick Bites
9846,Quick Bites
9847,Delivery
9848,Delivery
9849,Casual Dining
9850,Takeaway
9850,Delivery
9851,Food Truck
9852,Takeaway
9852,Delivery
9853,Bakery
9854,Quick Bites
9855,Quick Bites
9856,Casual Dining
9857,Casual Dining
9858,Quick Bites
9859,Quick Bites
9860,Takeaway
9860,Delivery
9861,Quick Bites
9862,Quick Bites
9863,Takeaway
9863,Delivery
9864,Quick Bites
9865,Delivery
9866,Takeaway
9866,Delivery
9867,Casual Dining
9868,Delivery
9869,Delivery
9870,Quick Bites
9871,Quick Bites
9872,Delivery
9873,Takeaway
9873,Delivery
9875,Takeaway
9875,Delivery
9876,Delivery
9877,Takeaway
9877,Delivery
9878,Quick Bites
9879,Casual Dining
9880,Mess
9881,Quick Bites
9881,Beverage Shop
9882,Kiosk
9883,Delivery
9884,Quick Bites
9885,Quick Bites
9886,Casual Dining
9887,Delivery
9888,Delivery
9889,Takeaway
9889,Delivery
9890,Quick Bites
9891,Quick Bites
9892,Quick Bites
9892,Bakery
9893,Takeaway
9893,Delivery
9894,Takeaway
9894,Delivery
9895,Food Truck
9896,Quick Bites
9897,Quick Bites
9898,Quick Bites
9899,Quick Bites
9900,Delivery
9901,Food Truck
9902,Quick Bites
9903,Takeaway
9903,Delivery
9904,Takeaway
9904,Delivery
9905,Quick Bites
9906,Food Truck
9907,Takeaway
9907,Delivery
9908,Delivery
9909,Delivery
9910,Takeaway
9910,Delivery
9911,Delivery
9912,Dessert Parlor
9913,Delivery
9914,Pub
9915,Delivery
9916,Casual Dining
9917,Quick Bites
9918,Quick Bites
9919,Cafe
9920,Unknown
9921,Casual Dining
9922,Dessert Parlor
9923,Casual Dining
9924,Dessert Parlor
9925,Quick Bites
9926,Quick Bites
9927,Cafe
9928,Quick Bites
9929,Quick Bites
9930,Cafe
9931,Quick Bites
9932,Casual Dining
9933,Casual Dining
9934,Quick Bites
9935,Bar
9936,Beverage Shop
9936,Quick Bites
9937,Lounge
9938,Beverage Shop
9939,Quick Bites
9940,Quick Bites
9941,Quick Bites
9942,Delivery
9943,Delivery
9944,Delivery
9945,Casual Dining
9946,Dessert Parlor
9947,Lounge
9948,Quick Bites
9949,Takeaway
9949,Delivery
9950,Quick Bites
9951,Cafe
9952,Cafe
9953,Casual Dining
9954,Quick Bites
9955,Casual Dining
9956,Beverage Shop
9957,Casual Dining
9958,Delivery
9959,Takeaway
9959,Delivery
9960,Quick Bites
9961,Casual Dining
9962,Quick Bites
9963,Quick Bites
9964,Quick Bites
9965,Casual Dining
9966,Casual Dining
9967,Casual Dining
9968,Cafe
9969,Casual Dining
9970,Cafe
9971,Casual Dining
9972,Casual Dining
9972,Bar
9973,Casual Dining
9974,Quick Bites
9975,Casual Dining
9976,Quick Bites
9977,Bar
9978,Cafe
9979,Casual Dining
9980,Beverage Shop
9981,Delivery
9982,Quick Bites
9983,Quick Bites
9984,Casual Dining
9985,Casual Dining
9986,Quick Bites
9987,Mess
9988,Quick Bites
9989,Quick Bites
9990,Quick Bites
9991,Beverage Shop
9992,Food Court
9993,Quick Bites
9994,Takeaway
9994,Delivery
9995,Quick Bites
9996,Quick Bites
9997,Cafe
9997,Bakery
9998,Quick Bites
9999,Mess
10000,Mess
10001,Food Court
10002,Bakery
10002,Dessert Parlor
10003,Delivery
10004,Quick Bites
10005,Bakery
10005,Quick Bites
10006,Quick Bites
10007,Quick Bites
10008,Quick Bites
10009,Delivery
10010,Dessert Parlor
10011,Quick Bites
10012,Quick Bites
10013,Dessert Parlor
10014,Delivery
10015,Bakery
10015,Quick Bites
10016,Sweet Shop
10017,Food Court
10018,Bakery
10019,Bakery
10019,Dessert Parlor
10020,Quick Bites
10021,Beverage Shop
10021,Quick Bites
10022,Quick Bites
10023,Quick Bites
10024,Cafe
10025,Delivery
10026,Quick Bites
10027,Quick Bites
10028,Bakery
10029,Quick Bites
10030,Takeaway
10030,Delivery
10031,Quick Bites
10032,Quick Bites
10033,Sweet Shop
10034,Bakery
10035,Casual Dining
10036,Takeaway
10036,Delivery
10037,Casual Dining
10038,Cafe
10039,Takeaway
10039,Delivery
10040,Quick Bites
10041,Takeaway
10041,Delivery
10042,Delivery
10043,Quick Bites
10044,Casual Dining
10045,Bakery
10046,Quick Bites
10047,Casual Dining
10048,Quick Bites
10049,Delivery
10050,Delivery
10051,Quick Bites
10052,Quick Bites
10053,Quick Bites
10054,Mess
10055,Delivery
10056,Casual Dining
10057,Takeaway
10057,Delivery
10058,Cafe
10059,Quick Bites
10060,Delivery
10061,Delivery
10062,Delivery
10063,Cafe
10064,Delivery
10065,Casual Dining
10066,Food Court
10067,Quick Bites
10068,Delivery
10069,Quick Bites
10070,Quick Bites
10071,Casual Dining
10072,Delivery
10073,Delivery
10074,Quick Bites
10075,Quick Bites
10076,Quick Bites
10077,Quick Bites
10078,Quick Bites
10079,Quick Bites
10080,Takeaway
10080,Delivery
10081,Dessert Parlor
10082,Quick Bites
10083,Quick Bites
10084,Quick Bites
10085,Quick Bites
10086,Quick Bites
10087,Delivery
10088,Takeaway
10088,Delivery
10089,Delivery
10090,Quick Bites
10091,Cafe
10092,Quick Bites
10093,Quick Bites
10094,Delivery
10095,Quick Bites
10096,Bakery
10097,Delivery
10098,Dessert Parlor
10098,Beverage Shop
10099,Delivery
10100,Delivery
10101,Delivery
10102,Quick Bites
10103,Takeaway
10103,Delivery
10104,Dessert Parlor
10104,Quick Bites
10105,Quick Bites
10106,Quick Bites
10107,Bakery
10108,Quick Bites
10109,Takeaway
10109,Delivery
10110,Quick Bites
10111,Delivery
10112,Casual Dining
10113,Quick Bites
10114,Quick Bites
10115,Food Court
10116,Casual Dining
10117,Quick Bites
10118,Quick Bites
10119,Delivery
10120,Quick Bites
10121,Cafe
10122,Quick Bites
10123,Delivery
10124,Quick Bites
10125,Quick Bites
10126,Casual Dining
10127,Cafe
10128,Quick Bites
10129,Beverage Shop
10130,Delivery
10131,Quick Bites
10132,Quick Bites
10133,Quick Bites
10134,Quick Bites
10135,Beverage Shop
10136,Quick Bites
10137,Beverage Shop
10138,Beverage Shop
10139,Casual Dining
10140,Casual Dining
10141,Casual Dining
10142,Quick Bites
10143,Quick Bites
10144,Quick Bites
10145,Beverage Shop
10146,Quick Bites
10147,Casual Dining
10148,Casual Dining
10148,Bar
10149,Cafe
10150,Quick Bites
10151,Sweet Shop
10152,Quick Bites
10153,Delivery
10154,Quick Bites
10155,Takeaway
10155,Delivery
10156,Delivery
10157,Bakery
10157,Quick Bites
10158,Takeaway
10158,Delivery
10159,Quick Bites
10160,Quick Bites
10161,Quick Bites
10162,Takeaway
10162,Delivery
10163,Takeaway
10163,Delivery
10164,Takeaway
10164,Delivery
10165,Quick Bites
10166,Quick Bites
10167,Quick Bites
10168,Quick Bites
10169,Quick Bites
10170,Dhaba
10171,Sweet Shop
10172,Sweet Shop
10173,Cafe
10174,Quick Bites
10175,Quick Bites
10176,Casual Dining
10177,Quick Bites
10178,Quick Bites
10179,Quick Bites
10180,Quick Bites
10181,Quick Bites
10182,Quick Bites
10183,Bakery
10184,Takeaway
10184,Delivery
10185,Takeaway
10185,Delivery
10186,Delivery
10187,Quick Bites
10188,Quick Bites
10189,Cafe
10190,Quick Bites
10191,Quick Bites
10192,Casual Dining
10193,Dessert Parlor
10194,Dessert Parlor
10195,Dessert Parlor
10196,Dessert Parlor
10196,Beverage Shop
10197,Bakery
10198,Delivery
10199,Cafe
10200,Dessert Parlor
10200,Beverage Shop
10201,Sweet Shop
10201,Quick Bites
10202,Sweet Shop
10203,Quick Bites
10203,Sweet Shop
10204,Beverage Shop
10205,Beverage Shop
10205,Dessert Parlor
10206,Quick Bites
10206,Sweet Shop
10207,Dessert Parlor
10208,Bakery
10209,Bakery
10210,Dessert Parlor
10211,Delivery
10212,Sweet Shop
10212,Quick Bites
10213,Dessert Parlor
10214,Casual Dining
10215,Bakery
10216,Bakery
10217,Quick Bites
10217,Dessert Parlor
10218,Quick Bites
10219,Cafe
10219,Bakery
10220,Sweet Shop
10221,Bakery
10222,Bakery
10222,Quick Bites
10223,Sweet Shop
10223,Quick Bites
10224,Dessert Parlor
10224,Sweet Shop
10225,Bakery
10226,Dessert Parlor
10227,Quick Bites
10227,Sweet Shop
10228,Dessert Parlor
10229,Delivery
10230,Takeaway
10230,Delivery
10231,Bakery
10232,Sweet Shop
10233,Dessert Parlor
10234,Bakery
10235,Quick Bites
10236,Cafe
10237,Dessert Parlor
10238,Dessert Parlor
10239,Bakery
10239,Quick Bites
10240,Dessert Parlor
10241,Bakery
10242,Quick Bites
10243,Dessert Parlor
10244,Delivery
10245,Cafe
10246,Sweet Shop
10247,Dessert Parlor
10248,Dessert Parlor
10249,Dessert Parlor
10250,Beverage Shop
10250,Quick Bites
10251,Sweet Shop
10252,Quick Bites
10253,Dessert Parlor
10254,Takeaway
10254,Delivery
10255,Bakery
10256,Sweet Shop
10257,Bakery
10258,Bakery
10259,Food Court
10259,Dessert Parlor
10260,Takeaway
10260,Delivery
10261,Takeaway
10261,Delivery
10262,Casual Dining
10263,Dessert Parlor
10263,Quick Bites
10264,Casual Dining
10265,Cafe
10265,Dessert Parlor
10266,Casual Dining
10267,Dessert Parlor
10267,Cafe
10268,Cafe
10269,Dessert Parlor
10270,Dessert Parlor
10271,Dessert Parlor
10272,Dessert Parlor
10273,Cafe
10274,Dessert Parlor
10274,Cafe
10275,Dessert Parlor
10276,Cafe
10277,Dessert Parlor
10278,Cafe
10279,Dessert Parlor
10280,Dessert Parlor
10281,Dessert Parlor
10282,Casual Dining
10282,Cafe
10283,Dessert Parlor
10284,Dessert Parlor
10285,Dessert Parlor
10286,Beverage Shop
10287,Dessert Parlor
10288,Dessert Parlor
10289,Sweet Shop
10290,Quick Bites
10290,Sweet Shop
10291,Dessert Parlor
10292,Dessert Parlor
10293,Kiosk
10294,Takeaway
10294,Delivery
10295,Dessert Parlor
10296,Bakery
10296,Dessert Parlor
10297,Beverage Shop
10298,Dessert Parlor
10298,Quick Bites
10299,Dessert Parlor
10300,Dessert Parlor
10301,Dessert Parlor
10302,Dessert Parlor
10303,Food Court
10304,Bakery
10305,Dessert Parlor
10306,Dessert Parlor
10307,Cafe
10308,Beverage Shop
10308,Quick Bites
10309,Dessert Parlor
10310,Food Court
10311,Beverage Shop
10312,Dessert Parlor
10313,Food Court
10314,Unknown
10315,Takeaway
10315,Delivery
10316,Dessert Parlor
10317,Dessert Parlor
10318,Bakery
10319,Cafe
10319,Bakery
10320,Sweet Shop
10320,Quick Bites
10321,Bakery
10322,Beverage Shop
10323,Bakery
10324,Dessert Parlor
10325,Bakery
10325,Dessert Parlor
10326,Cafe
10327,Delivery
10328,Bakery
10329,Dessert Parlor
10330,Bakery
10330,Quick Bites
10331,Takeaway
10331,Delivery
10332,Dessert Parlor
10333,Bakery
10334,Casual Dining
10334,Sweet Shop
10335,Sweet Shop
10336,Dessert Parlor
10337,Bakery
10337,Quick Bites
10338,Sweet Shop
10339,Bakery
10340,Bakery
10341,Bakery
10341,Dessert Parlor
10342,Takeaway
10343,Beverage Shop
10343,Quick Bites
10344,Sweet Shop
10345,Bakery
10345,Sweet Shop
10346,Bakery
10347,Quick Bites
10348,Bakery
10349,Quick Bites
10350,Bakery
10351,Sweet Shop
10352,Bakery
10353,Dessert Parlor
10354,Takeaway
10354,Delivery
10355,Food Court
10356,Bakery
10356,Beverage Shop
10357,Takeaway
10357,Delivery
10358,Food Court
10359,Bakery
10360,Dessert Parlor
10361,Cafe
10362,Takeaway
10363,Dessert Parlor
10364,Dessert Parlor
10365,Dessert Parlor
10366,Quick Bites
10367,Quick Bites
10367,Sweet Shop
10368,Bakery
10369,Bakery
10370,Food Court
10371,Dessert Parlor
10372,Takeaway
10372,Delivery
10373,Cafe
10374,Bakery
10375,Bakery
10375,Beverage Shop
10376,Sweet Shop
10377,Bakery
10378,Dessert Parlor
10378,Quick Bites
10379,Dessert Parlor
10380,Bakery
10381,Food Court
10382,Cafe
10383,Dessert Parlor
10383,Beverage Shop
10384,Dessert Parlor
10385,Sweet Shop
10386,Bakery
10387,Dessert Parlor
10388,Cafe
10389,Casual Dining
10390,Casual Dining
10391,Casual Dining
10391,Microbrewery
10392,Casual Dining
10392,Bar
10393,Casual Dining
10394,Cafe
10395,Casual Dining
10396,Casual Dining
10396,Bar
10397,Casual Dining
10398,Casual Dining
10399,Casual Dining
10400,Casual Dining
10401,Casual Dining
10402,Casual Dining
10403,Mess
10404,Casual Dining
10405,Casual Dining
10406,Mess
10407,Quick Bites
10408,Casual Dining
10409,Casual Dining
10410,Casual Dining
10411,Bar
10412,Cafe
10413,Casual Dining
10414,Quick Bites
10415,Casual Dining
10416,Casual Dining
10417,Casual Dining
10418,Quick Bites
10419,Casual Dining
10420,Casual Dining
10421,Casual Dining
10422,Quick Bites
10423,Casual Dining
10424,Casual Dining
10425,Unknown
10426,Casual Dining
10427,Casual Dining
10428,Casual Dining
10429,Casual Dining
10430,Casual Dining
10431,Cafe
10432,Casual Dining
10433,Casual Dining
10434,Casual Dining
10435,Casual Dining
10436,Casual Dining
10437,Sweet Shop
10437,Quick Bites
10438,Cafe
10439,Quick Bites
10440,Beverage Shop
10441,Cafe
10442,Casual Dining
10443,Casual Dining
10444,Unknown
10445,Casual Dining
10446,Quick Bites
10446,Dessert Parlor
10447,Casual Dining
10448,Casual Dining
10449,Sweet Shop
10450,Casual Dining
10451,Casual Dining
10452,Casual Dining
10453,Casual Dining
10454,Casual Dining
10455,Cafe
10456,Cafe
10457,Casual Dining
10458,Cafe
10459,Casual Dining
10460,Casual Dining
10461,Cafe
10462,Cafe
10463,Cafe
10464,Casual Dining
10465,Casual Dining
10466,Casual Dining
10467,Quick Bites
10468,Quick Bites
10469,Casual Dining
10470,Casual Dining
10471,Casual Dining
10472,Quick Bites
10473,Casual Dining
10474,Food Truck
10475,Cafe
10476,Casual Dining
10477,Quick Bites
10478,Sweet Shop
10479,Casual Dining
10480,Casual Dining
10481,Bar
10482,Beverage Shop
10482,Quick Bites
10483,Kiosk
10484,Casual Dining
10485,Casual Dining
10486,Casual Dining
10487,Casual Dining
10488,Cafe
10489,Casual Dining
10490,Casual Dining
10491,Bar
10492,Quick Bites
10493,Casual Dining
10494,Quick Bites
10495,Quick Bites
10496,Cafe
10497,Food Truck
10498,Casual Dining
10499,Cafe
10500,Casual Dining
10501,Cafe
10502,Cafe
10503,Casual Dining
10504,Casual Dining
10505,Casual Dining
10506,Casual Dining
10507,Cafe
10508,Cafe
10509,Quick Bites
10510,Casual Dining
10511,Casual Dining
10512,Quick Bites
10513,Casual Dining
10514,Casual Dining
10515,Casual Dining
10516,Beverage Shop
10517,Beverage Shop
10518,Quick Bites
10519,Quick Bites
10520,Quick Bites
10521,Beverage Shop
10521,Quick Bites
10522,Casual Dining
10523,Quick Bites
10524,Casual Dining
10525,Casual Dining
10526,Casual Dining
10527,Bar
10527,Casual Dining
10528,Quick Bites
10529,Casual Dining
10530,Pub
10530,Casual Dining
10531,Cafe
10531,Quick Bites
10532,Cafe
10533,Cafe
10534,Cafe
10534,Quick Bites
10535,Beverage Shop
10535,Quick Bites
10536,Casual Dining
10537,Unknown
10538,Quick Bites
10539,Dhaba
10540,Casual Dining
10541,Cafe
10542,Quick Bites
10543,Quick Bites
10544,Quick Bites
10545,Quick Bites
10546,Quick Bites
10547,Quick Bites
10548,Quick Bites
10549,Quick Bites
10550,Quick Bites
10551,Quick Bites
10552,Quick Bites
10553,Quick Bites
10554,Quick Bites
10555,Quick Bites
10556,Quick Bites
10557,Quick Bites
10558,Quick Bites
10559,Quick Bites
10560,Quick Bites
10561,Quick Bites
10562,Quick Bites
10563,Quick Bites
10564,Quick Bites
10565,Quick Bites
10566,Quick Bites
10567,Quick Bites
10568,Quick Bites
10569,Quick Bites
10570,Quick Bites
10571,Quick Bites
10572,Quick Bites
10573,Quick Bites
10574,Quick Bites
10575,Quick Bites
10576,Quick Bites
10577,Quick Bites
10578,Quick Bites
10579,Quick Bites
10579,Sweet Shop
10580,Quick Bites
10581,Quick Bites
10582,Quick Bites
10583,Quick Bites
10584,Quick Bites
10585,Quick Bites
10586,Quick Bites
10587,Quick Bites
10588,Quick Bites
10589,Quick Bites
10590,Quick Bites
10591,Quick Bites
10592,Quick Bites
10593,Quick Bites
10594,Quick Bites
10595,Quick Bites
10596,Quick Bites
10597,Quick Bites
10598,Quick Bites
10599,Quick Bites
10600,Quick Bites
10601,Quick Bites
10602,Quick Bites
10603,Quick Bites
10604,Quick Bites
10605,Quick Bites
10606,Quick Bites
10607,Quick Bites
10608,Quick Bites
10609,Quick Bites
10610,Quick Bites
10611,Quick Bites
10612,Quick Bites
10613,Quick Bites
10614,Quick Bites
10615,Quick Bites
10616,Quick Bites
10617,Quick Bites
10618,Quick Bites
10619,Quick Bites
10620,Quick Bites
10621,Quick Bites
10622,Quick Bites
10623,Quick Bites
10624,Quick Bites
10625,Quick Bites
10626,Quick Bites
10627,Quick Bites
10628,Quick Bites
10629,Quick Bites
10630,Quick Bites
10631,Quick Bites
10632,Quick Bites
10633,Quick Bites
10634,Quick Bites
10635,Bakery
10635,Quick Bites
10636,Quick Bites
10637,Quick Bites
10638,Quick Bites
10639,Quick Bites
10640,Quick Bites
10641,Quick Bites
10642,Quick Bites
10643,Quick Bites
10644,Quick Bites
10645,Quick Bites
10646,Quick Bites
10647,Quick Bites
10648,Quick Bites
10649,Quick Bites
10650,Quick Bites
10651,Quick Bites
10652,Quick Bites
10653,Quick Bites
10654,Quick Bites
10655,Quick Bites
10656,Quick Bites
10657,Quick Bites
10658,Quick Bites
10659,Quick Bites
10660,Quick Bites
10661,Quick Bites
10662,Quick Bites
10663,Quick Bites
10664,Quick Bites
10665,Quick Bites
10666,Quick Bites
10667,Quick Bites
10668,Quick Bites
10669,Quick Bites
10670,Quick Bites
10671,Quick Bites
10672,Quick Bites
10673,Quick Bites
10674,Quick Bites
10675,Quick Bites
10676,Quick Bites
10677,Quick Bites
10678,Quick Bites
10679,Quick Bites
10680,Quick Bites
10681,Quick Bites
10682,Quick Bites
10683,Quick Bites
10684,Quick Bites
10685,Quick Bites
10686,Quick Bites
10687,Quick Bites
10688,Quick Bites
10689,Quick Bites
10690,Quick Bites
10691,Quick Bites
