Unnamed: 0,Rest_type
23836,Bar
23837,Casual Dining
23837,Pub
23838,Casual Dining
23838,Bar
23839,Bar
23840,Bar
23841,Casual Dining
23841,Bar
23842,Lounge
23843,Quick Bites
23844,Pub
23845,Casual Dining
23845,Bar
23846,Casual Dining
23846,Bar
23847,Lounge
23848,Casual Dining
23849,Casual Dining
23849,Bar
23850,Casual Dining
23851,Casual Dining
23852,Casual Dining
23853,Casual Dining
23854,Casual Dining
23855,Casual Dining
23856,Casual Dining
23857,Casual Dining
23858,Casual Dining
23859,Cafe
23860,Cafe
23860,Casual Dining
23861,Cafe
23862,Dessert Parlor
23862,Cafe
23863,Cafe
23864,Cafe
23865,Casual Dining
23866,Cafe
23867,Dessert Parlor
23867,Cafe
23868,Cafe
23868,Bakery
23869,Cafe
23870,Cafe
23871,Cafe
23872,Casual Dining
23872,Cafe
23873,Cafe
23874,Cafe
23875,Cafe
23876,Cafe
23877,Cafe
23878,Quick Bites
23879,Cafe
23880,Quick Bites
23881,Casual Dining
23882,Cafe
23883,Casual Dining
23883,Cafe
23884,Cafe
23885,Cafe
23886,Cafe
23886,Quick Bites
23887,Cafe
23888,Cafe
23889,Cafe
23890,Takeaway
23891,Cafe
23892,Cafe
23892,Quick Bites
23893,Cafe
23894,Cafe
23895,Cafe
23896,Cafe
23897,Cafe
23898,Cafe
23899,Cafe
23900,Cafe
23901,Cafe
23902,Cafe
23902,Quick Bites
23903,Cafe
23904,Casual Dining
23904,Cafe
23905,Cafe
23906,Cafe
23907,Cafe
23908,Cafe
23908,Bakery
23909,Quick Bites
23910,Cafe
23911,Cafe
23912,Quick Bites
23912,Cafe
23913,Delivery
23914,Takeaway
23914,Delivery
23915,Dessert Parlor
23916,Delivery
23917,Quick Bites
23918,Casual Dining
23919,Quick Bites
23920,Quick Bites
23921,Quick Bites
23922,Quick Bites
23923,Casual Dining
23924,Delivery
23925,Casual Dining
23926,Casual Dining
23927,Food Court
23928,Quick Bites
23929,Quick Bites
23930,Takeaway
23930,Delivery
23931,Casual Dining
23931,Bar
23932,Delivery
23933,Quick Bites
23934,Quick Bites
23935,Quick Bites
23936,Dessert Parlor
23937,Dessert Parlor
23938,Quick Bites
23939,Casual Dining
23940,Quick Bites
23941,Casual Dining
23942,Casual Dining
23943,Mess
23944,Quick Bites
23945,Quick Bites
23946,Casual Dining
23947,Quick Bites
23948,Quick Bites
23949,Quick Bites
23950,Quick Bites
23951,Quick Bites
23952,Quick Bites
23953,Dessert Parlor
23954,Quick Bites
23955,Takeaway
23955,Delivery
23956,Delivery
23957,Delivery
23958,Quick Bites
23959,Mess
23960,Quick Bites
23961,Casual Dining
23962,Quick Bites
23963,Dhaba
23964,Casual Dining
23965,Casual Dining
23966,Sweet Shop
23966,Quick Bites
23967,Bakery
23967,Dessert Parlor
23968,Quick Bites
23969,Quick Bites
23970,Quick Bites
23971,Quick Bites
23972,Quick Bites
23973,Casual Dining
23974,Kiosk
23975,Casual Dining
23976,Quick Bites
23976,Dessert Parlor
23977,Delivery
23978,Quick Bites
23979,Quick Bites
23980,Casual Dining
23981,Quick Bites
23982,Quick Bites
23983,Quick Bites
23984,Casual Dining
23985,Beverage Shop
23985,Quick Bites
23986,Delivery
23987,Quick Bites
23988,Beverage Shop
23989,Quick Bites
23990,Casual Dining
23991,Casual Dining
23992,Takeaway
23992,Delivery
23993,Dessert Parlor
23994,Beverage Shop
23994,Dessert Parlor
23995,Delivery
23996,Delivery
23997,Casual Dining
23998,Quick Bites
23999,Cafe
24000,Quick Bites
24001,Quick Bites
24002,Takeaway
24002,Delivery
24003,Food Court
24004,Delivery
24005,Delivery
24006,Casual Dining
24007,Casual Dining
24008,Quick Bites
24009,Quick Bites
24010,Quick Bites
24011,Quick Bites
24012,Takeaway
24012,Delivery
24013,Quick Bites
24014,Quick Bites
24015,Quick Bites
24016,Quick Bites
24017,Delivery
24018,Quick Bites
24019,Quick Bites
24020,Beverage Shop
24021,Quick Bites
24022,Casual Dining
24023,Casual Dining
24024,Quick Bites
24025,Quick Bites
24026,Casual Dining
24027,Delivery
24028,Delivery
24029,Bar
24030,Casual Dining
24031,Casual Dining
24032,Food Court
24033,Quick Bites
24034,Quick Bites
24035,Cafe
24035,Casual Dining
24036,Casual Dining
24036,Pub
24037,Quick Bites
24038,Dessert Parlor
24039,Delivery
24040,Beverage Shop
24041,Quick Bites
24042,Quick Bites
24043,Quick Bites
24044,Quick Bites
24045,Dessert Parlor
24046,Casual Dining
24047,Delivery
24048,Delivery
24049,Quick Bites
24050,Cafe
24051,Quick Bites
24052,Quick Bites
24053,Casual Dining
24054,Quick Bites
24055,Cafe
24056,Casual Dining
24057,Quick Bites
24058,Quick Bites
24059,Quick Bites
24060,Quick Bites
24061,Casual Dining
24062,Cafe
24063,Takeaway
24063,Delivery
24064,Casual Dining
24065,Casual Dining
24066,Cafe
24067,Casual Dining
24068,Quick Bites
24069,Takeaway
24069,Delivery
24070,Cafe
24071,Casual Dining
24072,Takeaway
24072,Delivery
24073,Quick Bites
24074,Beverage Shop
24075,Bakery
24076,Dessert Parlor
24077,Sweet Shop
24077,Quick Bites
24078,Beverage Shop
24079,Takeaway
24079,Delivery
24080,Casual Dining
24081,Delivery
24082,Quick Bites
24083,Casual Dining
24083,Bar
24084,Casual Dining
24085,Quick Bites
24086,Quick Bites
24087,Quick Bites
24088,Quick Bites
24089,Takeaway
24089,Delivery
24090,Casual Dining
24091,Dessert Parlor
24091,Cafe
24092,Cafe
24093,Casual Dining
24094,Casual Dining
24095,Quick Bites
24096,Quick Bites
24097,Casual Dining
24098,Bakery
24099,Dessert Parlor
24099,Bakery
24100,Casual Dining
24101,Quick Bites
24102,Takeaway
24102,Delivery
24103,Cafe
24104,Casual Dining
24105,Quick Bites
24106,Quick Bites
24107,Casual Dining
24108,Pub
24108,Casual Dining
24109,Quick Bites
24110,Quick Bites
24111,Mess
24112,Beverage Shop
24113,Cafe
24114,Bakery
24115,Quick Bites
24116,Quick Bites
24117,Dessert Parlor
24118,Beverage Shop
24119,Beverage Shop
24120,Casual Dining
24121,Dessert Parlor
24122,Quick Bites
24123,Casual Dining
24124,Takeaway
24124,Delivery
24125,Quick Bites
24126,Casual Dining
24127,Food Court
24128,Casual Dining
24129,Cafe
24130,Delivery
24131,Quick Bites
24132,Casual Dining
24133,Casual Dining
24134,Quick Bites
24135,Delivery
24136,Quick Bites
24137,Quick Bites
24138,Cafe
24139,Food Court
24140,Beverage Shop
24141,Confectionery
24142,Sweet Shop
24143,Quick Bites
24143,Mess
24144,Quick Bites
24145,Casual Dining
24146,Quick Bites
24147,Casual Dining
24147,Cafe
24148,Casual Dining
24149,Quick Bites
24150,Quick Bites
24151,Quick Bites
24152,Quick Bites
24153,Casual Dining
24154,Casual Dining
24155,Casual Dining
24156,Quick Bites
24157,Quick Bites
24158,Casual Dining
24159,Quick Bites
24160,Casual Dining
24161,Beverage Shop
24162,Delivery
24163,Quick Bites
24164,Quick Bites
24165,Delivery
24166,Mess
24167,Quick Bites
24168,Quick Bites
24169,Casual Dining
24170,Quick Bites
24171,Casual Dining
24172,Casual Dining
24172,Cafe
24173,Casual Dining
24174,Quick Bites
24175,Quick Bites
24176,Bakery
24177,Quick Bites
24178,Quick Bites
24179,Bakery
24180,Bakery
24181,Quick Bites
24182,Casual Dining
24183,Casual Dining
24184,Casual Dining
24184,Bar
24185,Takeaway
24185,Delivery
24186,Quick Bites
24187,Beverage Shop
24188,Takeaway
24188,Delivery
24189,Quick Bites
24190,Quick Bites
24191,Quick Bites
24192,Quick Bites
24193,Quick Bites
24194,Casual Dining
24195,Food Court
24196,Sweet Shop
24196,Quick Bites
24197,Casual Dining
24198,Takeaway
24198,Delivery
24199,Casual Dining
24200,Quick Bites
24201,Quick Bites
24202,Quick Bites
24203,Quick Bites
24204,Quick Bites
24205,Casual Dining
24206,Quick Bites
24207,Dessert Parlor
24208,Casual Dining
24209,Kiosk
24210,Casual Dining
24211,Quick Bites
24212,Casual Dining
24213,Dessert Parlor
24213,Cafe
24214,Quick Bites
24215,Quick Bites
24216,Mess
24217,Casual Dining
24218,Casual Dining
24219,Beverage Shop
24220,Casual Dining
24221,Casual Dining
24222,Quick Bites
24223,Casual Dining
24224,Casual Dining
24225,Casual Dining
24226,Casual Dining
24227,Casual Dining
24228,Dessert Parlor
24228,Beverage Shop
24229,Casual Dining
24230,Casual Dining
24231,Cafe
24231,Quick Bites
24232,Quick Bites
24233,Quick Bites
24234,Quick Bites
24235,Dessert Parlor
24236,Quick Bites
24237,Quick Bites
24238,Takeaway
24238,Delivery
24239,Microbrewery
24239,Casual Dining
24240,Quick Bites
24241,Casual Dining
24242,Cafe
24242,Quick Bites
24243,Casual Dining
24244,Casual Dining
24245,Casual Dining
24246,Delivery
24247,Casual Dining
24248,Microbrewery
24248,Casual Dining
24249,Casual Dining
24250,Casual Dining
24250,Cafe
24251,Takeaway
24251,Delivery
24252,Quick Bites
24253,Quick Bites
24254,Quick Bites
24255,Delivery
24256,Casual Dining
24257,Quick Bites
24258,Casual Dining
24259,Quick Bites
24260,Cafe
24261,Quick Bites
24262,Quick Bites
24263,Quick Bites
24264,Casual Dining
24265,Quick Bites
24266,Casual Dining
24267,Quick Bites
24268,Quick Bites
24269,Casual Dining
24270,Cafe
24271,Casual Dining
24272,Casual Dining
24273,Casual Dining
24274,Quick Bites
24275,Casual Dining
24276,Casual Dining
24277,Cafe
24278,Casual Dining
24279,Casual Dining
24280,Quick Bites
24281,Delivery
24282,Quick Bites
24283,Casual Dining
24284,Beverage Shop
24285,Bakery
24285,Dessert Parlor
24286,Casual Dining
24287,Cafe
24288,Casual Dining
24289,Quick Bites
24290,Delivery
24291,Casual Dining
24292,Casual Dining
24293,Cafe
24294,Quick Bites
24295,Casual Dining
24296,Casual Dining
24297,Takeaway
24297,Delivery
24298,Casual Dining
24299,Cafe
24300,Casual Dining
24301,Takeaway
24301,Delivery
24302,Quick Bites
24303,Quick Bites
24304,Quick Bites
24305,Quick Bites
24306,Takeaway
24306,Delivery
24307,Pub
24307,Casual Dining
24308,Dessert Parlor
24309,Quick Bites
24310,Cafe
24311,Takeaway
24311,Delivery
24312,Quick Bites
24312,Meat Shop
24313,Takeaway
24313,Delivery
24314,Delivery
24315,Casual Dining
24316,Takeaway
24316,Delivery
24317,Pub
24318,Quick Bites
24319,Quick Bites
24320,Quick Bites
24321,Bakery
24321,Dessert Parlor
24322,Quick Bites
24323,Bakery
24324,Quick Bites
24325,Beverage Shop
24325,Quick Bites
24326,Delivery
24327,Delivery
24328,Kiosk
24329,Dessert Parlor
24330,Takeaway
24330,Delivery
24331,Bakery
24332,Delivery
24333,Quick Bites
24334,Beverage Shop
24335,Quick Bites
24336,Casual Dining
24337,Quick Bites
24338,Quick Bites
24339,Quick Bites
24340,Unknown
24341,Bakery
24342,Casual Dining
24343,Delivery
24344,Quick Bites
24345,Beverage Shop
24345,Quick Bites
24346,Quick Bites
24347,Casual Dining
24348,Cafe
24349,Casual Dining
24350,Kiosk
24351,Quick Bites
24352,Quick Bites
24353,Quick Bites
24354,Quick Bites
24355,Quick Bites
24356,Beverage Shop
24357,Casual Dining
24358,Delivery
24359,Delivery
24360,Casual Dining
24361,Quick Bites
24362,Casual Dining
24363,Casual Dining
24364,Quick Bites
24365,Food Truck
24366,Takeaway
24366,Delivery
24367,Quick Bites
24368,Quick Bites
24369,Quick Bites
24370,Unknown
24371,Kiosk
24372,Casual Dining
24373,Casual Dining
24374,Quick Bites
24375,Quick Bites
24376,Quick Bites
24377,Quick Bites
24378,Dessert Parlor
24379,Quick Bites
24380,Quick Bites
24381,Quick Bites
24382,Quick Bites
24383,Delivery
24384,Delivery
24385,Cafe
24386,Quick Bites
24387,Delivery
24388,Cafe
24389,Casual Dining
24390,Takeaway
24390,Delivery
24391,Quick Bites
24392,Cafe
24393,Kiosk
24394,Takeaway
24394,Delivery
24395,Quick Bites
24396,Takeaway
24396,Delivery
24397,Quick Bites
24398,Casual Dining
24399,Casual Dining
24399,Bar
24400,Casual Dining
24401,Casual Dining
24402,Delivery
24403,Quick Bites
24404,Casual Dining
24405,Quick Bites
24406,Casual Dining
24407,Cafe
24407,Quick Bites
24408,Quick Bites
24409,Casual Dining
24410,Takeaway
24410,Delivery
24411,Takeaway
24411,Delivery
24412,Delivery
24413,Takeaway
24413,Delivery
24414,Quick Bites
24415,Unknown
24416,Casual Dining
24417,Casual Dining
24418,Takeaway
24418,Delivery
24419,Delivery
24420,Beverage Shop
24421,Quick Bites
24422,Casual Dining
24423,Takeaway
24423,Delivery
24424,Quick Bites
24425,Quick Bites
24426,Quick Bites
24427,Quick Bites
24428,Quick Bites
24429,Delivery
24430,Quick Bites
24431,Quick Bites
24432,Quick Bites
24433,Quick Bites
24434,Casual Dining
24435,Casual Dining
24436,Delivery
24437,Quick Bites
24438,Quick Bites
24439,Quick Bites
24440,Lounge
24441,Delivery
24442,Quick Bites
24443,Casual Dining
24444,Quick Bites
24445,Bakery
24445,Quick Bites
24446,Casual Dining
24446,Bar
24447,Bar
24448,Bakery
24448,Quick Bites
24449,Delivery
24450,Quick Bites
24451,Beverage Shop
24452,Quick Bites
24453,Quick Bites
24454,Delivery
24455,Dessert Parlor
24455,Bakery
24456,Cafe
24457,Mess
24458,Casual Dining
24459,Quick Bites
24460,Bakery
24461,Quick Bites
24462,Delivery
24463,Casual Dining
24464,Bakery
24464,Quick Bites
24465,Quick Bites
24466,Quick Bites
24467,Quick Bites
24468,Quick Bites
24469,Delivery
24470,Quick Bites
24471,Quick Bites
24472,Cafe
24473,Quick Bites
24474,Quick Bites
24475,Cafe
24476,Casual Dining
24477,Quick Bites
24478,Delivery
24479,Quick Bites
24480,Quick Bites
24481,Casual Dining
24482,Sweet Shop
24483,Quick Bites
24484,Quick Bites
24485,Quick Bites
24486,Quick Bites
24487,Casual Dining
24488,Quick Bites
24489,Quick Bites
24490,Unknown
24491,Dessert Parlor
24491,Quick Bites
24492,Bakery
24493,Quick Bites
24494,Delivery
24495,Quick Bites
24496,Casual Dining
24497,Quick Bites
24498,Quick Bites
24499,Quick Bites
24500,Delivery
24501,Quick Bites
24502,Quick Bites
24503,Quick Bites
24504,Quick Bites
24505,Quick Bites
24506,Quick Bites
24507,Casual Dining
24507,Bar
24508,Quick Bites
24509,Quick Bites
24510,Quick Bites
24511,Delivery
24512,Casual Dining
24513,Quick Bites
24514,Quick Bites
24515,Takeaway
24515,Delivery
24516,Takeaway
24516,Delivery
24517,Takeaway
24517,Delivery
24518,Casual Dining
24519,Quick Bites
24520,Quick Bites
24521,Bakery
24522,Quick Bites
24523,Delivery
24524,Quick Bites
24525,Casual Dining
24526,Quick Bites
24527,Cafe
24528,Quick Bites
24529,Quick Bites
24530,Delivery
24531,Beverage Shop
24532,Dessert Parlor
24533,Quick Bites
24534,Quick Bites
24534,Cafe
24535,Quick Bites
24536,Quick Bites
24537,Takeaway
24537,Delivery
24538,Quick Bites
24539,Quick Bites
24540,Dessert Parlor
24540,Beverage Shop
24541,Takeaway
24541,Delivery
24542,Delivery
24543,Quick Bites
24544,Quick Bites
24545,Bakery
24546,Quick Bites
24547,Beverage Shop
24548,Quick Bites
24549,Quick Bites
24550,Delivery
24551,Food Court
24552,Unknown
24553,Quick Bites
24554,Quick Bites
24555,Quick Bites
24556,Quick Bites
24557,Bar
24558,Quick Bites
24559,Delivery
24560,Cafe
24561,Takeaway
24561,Delivery
24562,Quick Bites
24563,Quick Bites
24564,Quick Bites
24565,Quick Bites
24566,Cafe
24567,Quick Bites
24568,Kiosk
24569,Quick Bites
24570,Beverage Shop
24571,Quick Bites
24572,Cafe
24573,Casual Dining
24574,Quick Bites
24575,Quick Bites
24577,Dessert Parlor
24578,Dessert Parlor
24579,Dessert Parlor
24579,Cafe
24580,Dessert Parlor
24581,Dessert Parlor
24582,Dessert Parlor
24583,Dessert Parlor
24584,Casual Dining
24585,Dessert Parlor
24586,Dessert Parlor
24586,Cafe
24587,Dessert Parlor
24588,Cafe
24588,Bakery
24589,Dessert Parlor
24590,Sweet Shop
24590,Quick Bites
24591,Dessert Parlor
24592,Dessert Parlor
24593,Casual Dining
24594,Casual Dining
24594,Cafe
24595,Beverage Shop
24595,Dessert Parlor
24596,Bakery
24596,Dessert Parlor
24597,Delivery
24598,Bakery
24598,Dessert Parlor
24599,Bakery
24600,Dessert Parlor
24601,Dessert Parlor
24602,Dessert Parlor
24603,Dessert Parlor
24603,Bakery
24604,Quick Bites
24605,Takeaway
24605,Delivery
24606,Bakery
24606,Dessert Parlor
24607,Sweet Shop
24607,Quick Bites
24608,Bakery
24609,Dessert Parlor
24610,Dessert Parlor
24611,Bakery
24612,Bakery
24613,Bakery
24614,Casual Dining
24615,Dessert Parlor
24616,Dessert Parlor
24617,Casual Dining
24618,Dessert Parlor
24619,Bakery
24620,Bakery
24620,Quick Bites
24621,Dessert Parlor
24622,Bakery
24623,Cafe
24623,Quick Bites
24624,Sweet Shop
24624,Quick Bites
24625,Bakery
24626,Sweet Shop
24627,Bakery
24627,Quick Bites
24628,Quick Bites
24629,Dessert Parlor
24629,Bakery
24630,Delivery
24631,Dessert Parlor
24631,Beverage Shop
24632,Sweet Shop
24633,Bakery
24634,Quick Bites
24635,Takeaway
24635,Delivery
24636,Takeaway
24636,Delivery
24637,Bakery
24638,Bakery
24638,Quick Bites
24639,Sweet Shop
24640,Takeaway
24640,Delivery
24641,Dessert Parlor
24642,Beverage Shop
24643,Cafe
24644,Bakery
24645,Delivery
24646,Cafe
24647,Cafe
24648,Takeaway
24648,Delivery
24649,Bakery
24650,Bakery
24651,Dessert Parlor
24652,Sweet Shop
24652,Quick Bites
24653,Bakery
24654,Casual Dining
24655,Takeaway
24655,Delivery
24656,Sweet Shop
24657,Bakery
24658,Takeaway
24658,Delivery
24659,Cafe
24659,Bakery
24660,Bakery
24661,Dessert Parlor
24662,Cafe
24663,Kiosk
24664,Dessert Parlor
24665,Dessert Parlor
24665,Beverage Shop
24666,Bakery
24667,Casual Dining
24667,Pub
24668,Microbrewery
24668,Casual Dining
24669,Cafe
24670,Casual Dining
24671,Casual Dining
24671,Bar
24672,Microbrewery
24672,Casual Dining
24673,Casual Dining
24674,Cafe
24674,Casual Dining
24675,Casual Dining
24676,Casual Dining
24677,Casual Dining
24678,Casual Dining
24679,Casual Dining
24680,Lounge
24681,Casual Dining
24682,Casual Dining
24683,Casual Dining
24684,Cafe
24685,Casual Dining
24686,Pub
24686,Casual Dining
24687,Pub
24687,Casual Dining
24688,Microbrewery
24688,Casual Dining
24689,Casual Dining
24690,Casual Dining
24691,Casual Dining
24692,Casual Dining
24693,Casual Dining
24694,Casual Dining
24695,Casual Dining
24696,Casual Dining
24697,Casual Dining
24698,Casual Dining
24699,Bar
24700,Casual Dining
24701,Casual Dining
24702,Casual Dining
24703,Casual Dining
24704,Casual Dining
24705,Casual Dining
24706,Casual Dining
24707,Cafe
24708,Casual Dining
24709,Casual Dining
24710,Casual Dining
24710,Bar
24711,Casual Dining
24712,Cafe
24712,Bakery
24713,Casual Dining
24714,Bar
24715,Casual Dining
24716,Cafe
24717,Cafe
24718,Casual Dining
24719,Casual Dining
24720,Casual Dining
24721,Quick Bites
24722,Casual Dining
24723,Casual Dining
24724,Casual Dining
24726,Casual Dining
24727,Cafe
24728,Casual Dining
24729,Casual Dining
24729,Cafe
24730,Kiosk
24731,Casual Dining
24732,Casual Dining
24733,Quick Bites
24734,Cafe
24735,Cafe
24736,Casual Dining
24737,Cafe
24738,Casual Dining
24739,Casual Dining
24740,Cafe
24741,Casual Dining
24742,Casual Dining
24743,Casual Dining
24744,Casual Dining
24745,Cafe
24746,Casual Dining
24747,Casual Dining
24748,Food Truck
24749,Quick Bites
24750,Casual Dining
24751,Casual Dining
24752,Unknown
24753,Quick Bites
24754,Casual Dining
24755,Casual Dining
24756,Casual Dining
24757,Beverage Shop
24757,Quick Bites
24758,Casual Dining
24759,Cafe
24760,Quick Bites
24761,Cafe
24762,Casual Dining
24763,Quick Bites
24764,Casual Dining
24765,Dessert Parlor
24765,Cafe
24766,Quick Bites
24767,Quick Bites
24768,Quick Bites
24769,Quick Bites
24770,Quick Bites
24771,Quick Bites
24772,Quick Bites
24773,Quick Bites
24774,Quick Bites
24775,Quick Bites
24776,Quick Bites
24777,Dessert Parlor
24777,Cafe
24778,Quick Bites
24779,Quick Bites
24780,Quick Bites
24781,Quick Bites
24782,Quick Bites
24783,Quick Bites
24783,Kiosk
24784,Quick Bites
24785,Quick Bites
24786,Quick Bites
24787,Quick Bites
24788,Quick Bites
24789,Bakery
24789,Dessert Parlor
24790,Quick Bites
24791,Quick Bites
24792,Quick Bites
24793,Quick Bites
24794,Quick Bites
24795,Quick Bites
24796,Quick Bites
24796,Meat Shop
24797,Quick Bites
24798,Quick Bites
24799,Quick Bites
24800,Quick Bites
24801,Quick Bites
24802,Quick Bites
24803,Quick Bites
24804,Quick Bites
24805,Quick Bites
24806,Quick Bites
24807,Quick Bites
24808,Quick Bites
24809,Quick Bites
24810,Quick Bites
24811,Quick Bites
24812,Quick Bites
24813,Quick Bites
24814,Quick Bites
24815,Quick Bites
24816,Quick Bites
24817,Quick Bites
24818,Quick Bites
24819,Quick Bites
24820,Quick Bites
24821,Quick Bites
24822,Quick Bites
24823,Quick Bites
24824,Quick Bites
24825,Quick Bites
24826,Quick Bites
24827,Quick Bites
24828,Quick Bites
24829,Quick Bites
24830,Quick Bites
24831,Quick Bites
24832,Casual Dining
24833,Casual Dining
24833,Bar
24834,Casual Dining
24835,Casual Dining
24835,Cafe
24836,Casual Dining
24837,Casual Dining
24838,Cafe
24839,Casual Dining
24840,Pub
24841,Casual Dining
24842,Casual Dining
24843,Casual Dining
24844,Casual Dining
24845,Cafe
24846,Mess
24847,Casual Dining
24848,Casual Dining
24849,Casual Dining
24850,Quick Bites
24851,Casual Dining
24852,Casual Dining
24853,Casual Dining
24854,Casual Dining
24855,Casual Dining
24856,Casual Dining
24857,Casual Dining
24858,Casual Dining
24859,Casual Dining
24860,Casual Dining
24861,Cafe
24862,Cafe
24863,Casual Dining
24864,Casual Dining
24865,Casual Dining
24866,Casual Dining
24866,Bar
24867,Casual Dining
24868,Casual Dining
24869,Casual Dining
24870,Casual Dining
24871,Cafe
24872,Casual Dining
24873,Cafe
24873,Quick Bites
24874,Casual Dining
24875,Casual Dining
24876,Quick Bites
24877,Cafe
24878,Casual Dining
24879,Casual Dining
24880,Cafe
24881,Quick Bites
24882,Cafe
24883,Casual Dining
24884,Beverage Shop
24885,Casual Dining
24886,Quick Bites
24887,Unknown
24888,Casual Dining
24889,Casual Dining
24890,Casual Dining
24891,Casual Dining
24892,Casual Dining
24893,Bar
24894,Casual Dining
24895,Casual Dining
24896,Cafe
24897,Bar
24898,Quick Bites
24899,Quick Bites
24900,Quick Bites
24901,Quick Bites
24902,Quick Bites
24903,Quick Bites
24904,Quick Bites
24905,Quick Bites
24906,Quick Bites
24907,Quick Bites
24908,Quick Bites
24909,Quick Bites
24910,Quick Bites
24911,Quick Bites
24912,Quick Bites
24913,Quick Bites
24914,Quick Bites
24915,Quick Bites
24916,Bakery
24916,Quick Bites
24917,Quick Bites
24918,Quick Bites
24919,Quick Bites
24920,Quick Bites
24921,Quick Bites
24922,Quick Bites
24923,Quick Bites
24924,Quick Bites
24925,Quick Bites
24926,Quick Bites
24927,Quick Bites
24928,Quick Bites
24929,Quick Bites
24930,Quick Bites
24931,Quick Bites
24932,Quick Bites
24933,Quick Bites
24934,Quick Bites
24935,Quick Bites
24936,Quick Bites
24937,Quick Bites
24938,Quick Bites
24939,Quick Bites
24940,Quick Bites
24941,Quick Bites
24942,Quick Bites
24943,Quick Bites
24944,Quick Bites
24945,Quick Bites
24946,Quick Bites
24947,Quick Bites
24948,Quick Bites
24949,Quick Bites
24950,Quick Bites
24951,Quick Bites
24952,Quick Bites
24953,Quick Bites
24954,Quick Bites
24955,Quick Bites
24956,Quick Bites
24957,Quick Bites
24958,Quick Bites
24959,Quick Bites
24960,Quick Bites
24961,Quick Bites
24962,Quick Bites
24963,Quick Bites
24964,Quick Bites
24965,Quick Bites
24966,Quick Bites
24967,Takeaway
24967,Delivery
24968,Quick Bites
24969,Quick Bites
24970,Quick Bites
24971,Quick Bites
24972,Quick Bites
24973,Quick Bites
24974,Quick Bites
24975,Quick Bites
24976,Quick Bites
24977,Quick Bites
24978,Quick Bites
24979,Quick Bites
24980,Quick Bites
24981,Mess
24982,Quick Bites
24983,Casual Dining
24984,Casual Dining
24985,Mess
24986,Cafe
24987,Cafe
24988,Pub
24989,Casual Dining
24990,Casual Dining
24991,Casual Dining
24992,Casual Dining
24993,Casual Dining
24994,Casual Dining
24995,Cafe
24996,Cafe
24996,Quick Bites
24997,Casual Dining
24998,Casual Dining
24999,Quick Bites
25000,Quick Bites
25001,Quick Bites
25002,Casual Dining
25003,Casual Dining
25003,Cafe
25004,Casual Dining
25005,Casual Dining
25006,Casual Dining
25007,Quick Bites
25008,Quick Bites
25009,Quick Bites
25010,Casual Dining
25011,Casual Dining
25012,Quick Bites
25013,Casual Dining
25013,Bar
25014,Quick Bites
25015,Quick Bites
25015,Mess
25016,Quick Bites
25017,Casual Dining
25018,Cafe
25019,Casual Dining
25020,Casual Dining
25021,Casual Dining
25022,Casual Dining
25023,Casual Dining
25024,Quick Bites
25025,Quick Bites
25026,Bakery
25027,Casual Dining
25028,Quick Bites
25029,Cafe
25030,Quick Bites
25031,Quick Bites
25032,Quick Bites
25033,Quick Bites
25034,Quick Bites
25035,Bar
25036,Casual Dining
25037,Quick Bites
25038,Quick Bites
25039,Quick Bites
25040,Quick Bites
25041,Casual Dining
25042,Quick Bites
25043,Quick Bites
25044,Quick Bites
25045,Quick Bites
25046,Casual Dining
25047,Quick Bites
25048,Cafe
25049,Casual Dining
25050,Casual Dining
25050,Bar
25051,Casual Dining
25052,Quick Bites
25053,Casual Dining
25054,Casual Dining
25055,Cafe
25056,Unknown
25057,Quick Bites
25058,Beverage Shop
25059,Quick Bites
25060,Quick Bites
25061,Casual Dining
25062,Casual Dining
25062,Bar
25063,Quick Bites
25064,Unknown
25065,Quick Bites
25066,Quick Bites
25067,Quick Bites
25068,Food Truck
25069,Quick Bites
25070,Quick Bites
25071,Quick Bites
25072,Quick Bites
25073,Quick Bites
25074,Quick Bites
25075,Quick Bites
25076,Quick Bites
25077,Quick Bites
25078,Quick Bites
25079,Quick Bites
25080,Quick Bites
25081,Quick Bites
25082,Quick Bites
25083,Quick Bites
25084,Quick Bites
25085,Quick Bites
25086,Quick Bites
25087,Quick Bites
25088,Cafe
25089,Casual Dining
25090,Quick Bites
25091,Quick Bites
25092,Quick Bites
25093,Quick Bites
25094,Quick Bites
25095,Quick Bites
25096,Quick Bites
25097,Quick Bites
25098,Quick Bites
25099,Quick Bites
25100,Quick Bites
25101,Quick Bites
25102,Quick Bites
25103,Quick Bites
25104,Quick Bites
25105,Quick Bites
25106,Quick Bites
25107,Quick Bites
25108,Quick Bites
25109,Quick Bites
25110,Quick Bites
25111,Quick Bites
25112,Quick Bites
25113,Quick Bites
25114,Quick Bites
25115,Quick Bites
25116,Quick Bites
25117,Quick Bites
25118,Quick Bites
25119,Quick Bites
25120,Quick Bites
25121,Quick Bites
25122,Quick Bites
25123,Quick Bites
25124,Quick Bites
25125,Quick Bites
25126,Quick Bites
25127,Quick Bites
25128,Quick Bites
25129,Quick Bites
25130,Quick Bites
25131,Quick Bites
25132,Quick Bites
25133,Quick Bites
25134,Quick Bites
25135,Quick Bites
25136,Quick Bites
25137,Quick Bites
25138,Quick Bites
25139,Quick Bites
25140,Quick Bites
25141,Quick Bites
25142,Microbrewery
25142,Casual Dining
25143,Microbrewery
25143,Casual Dining
