Unnamed: 0,Dish_liked
17721,Raita
17721,Paneer Biryani
17721,Mutton Biryani
17721,Sea Food
17721,Ghee Roast Mutton
17722,Ghee Rice
17722,Chicken Grill
17722,Butter Chicken
17722,Chicken Tikka Masala
17722,Chicken Curry
17722,Roti
17722,Chicken Kebab
17723,Sea Food
17723,Murgh Ghee Roast
17723,Masala Peanuts
17723,Beer
17723,Roti
17724,Not Provided
17725,Pasta
17725,Chicken Meal
17725,Pongal
17725,Pesarattu
17725,Chicken Satay
17725,Noodles
17725,Salad
17726,Burgers
17726,Pasta
17726,Crunchy Veg Burger
17726,American Cheese Burger
17726,Peri Peri Chicken Burger
17726,Mojito
17726,Chicken Paprika
17727,Not Provided
17728,Not Provided
17729,Not Provided
17730,Paneer Pizza
17730,Sizzler Brownie
17730,Hot Chocolate
17730,Pancakes
17730,Pasta
17730,Coffee
17730,Nutella Waffle
17731,Not Provided
17732,Lasagne
17733,Burgers
17733,French Fries
17733,Garlic Bread
17733,Sandwiches
17733,Cheesy Juicy Burger
17733,Veg Burger
17734,Chicken Biryani
17734,Hyderabadi Biryani
17734,Vegetable Biryani
17734,Chicken Majestic
17734,Mutton Biryani
17734,Mirch Ka Saalan
17734,Butter Chicken
17735,Not Provided
17736,Not Provided
17737,Paratha
17737,Rasgulla
17737,Dal Fry
17737,Paneer Bhurji
17737,Thali
17737,Aloo Jeera
17738,Chicken Salad
17738,Chicken Grill
17738,Salads
17738,Palak Chicken
17738,Chicken Sandwich
17739,Not Provided
17740,Peri Peri Chicken
17740,Peri Peri Fries
17740,Peri Peri Drizzle
17740,Burgers
17740,Chicken Breast Burger
17740,Potato Wedges
17740,Murgh Platter
17741,Mocha Fudge
17741,Red Velvet Brownie
17741,Salted Caramel
17741,Brownie Chocolate
17742,Not Provided
17743,Filter Coffee
17743,Tea
17743,Kadhai Paneer
17743,Chaat
17743,Panneer Butter Masala
17743,Idli Vada
17743,Mushroom Masala
17744,Cheesy Maxx Pizza
17744,Pasta
17744,Cheesy Garlic Bread
17744,Pane Pizza
17744,Kurkure Pizza
17745,Raita
17745,Chicken Biryani
17746,Thali
17746,Misal Pav
17746,Pandhra Rassa
17746,Roti
17746,Chicken Kolhapuri
17746,Tamda Rassa
17746,Kadhi
17747,Sea Food
17747,Jumbo Vanjiram
17747,Chicken Biryani
17747,Mutton Biryani
17747,Naan
17747,Paratha
17747,Chicken Chettinad
17748,Momos
17748,Noodles
17748,Dragon Chicken
17748,Chicken Manchurian
17748,Wonton Soup
17748,Chilli Chicken
17749,Not Provided
17750,Not Provided
17751,Cappuccino
17751,Pasta
17751,Cucumber Spritzer
17751,Cocktails
17751,Murgh Platter
17751,Mocktails
17751,Burgers
17752,Tacos
17752,Nachos
17752,Tikka Masala Burrito
17752,Chicken Quesadilla
17752,Salsa
17752,Mexican Fries
17752,Paneer Taco
17753,Sandwiches
17753,Falafal Sandwich
17754,Noodles
17754,Watermelon Mint Mojito
17754,Rendang Curry
17754,Chicken Dim Sum
17754,Laksa
17754,Dimsum Platter
17754,Spinach Corn Cheese
17755,Not Provided
17756,Burgers
17756,Peri Peri Chicken Steak
17756,Pasta
17756,Pizza
17756,Meat Balls
17756,Hot Chocolate
17756,Beef Burger
17757,Chaat
17757,Rasmalai
17757,Mysore Pak
17757,Rasgulla
17757,Dahipuri
17757,Jalebi
17757,Chole
17758,Not Provided
17759,Poha
17759,Masala Tea
17759,Hot Chocolate
17759,Gulkand Chai
17759,Kadak Chai
17759,Iced Peach Tea
17759,Bun Maskas
17760,Sandwich
17761,Not Provided
17762,Donut
17762,Filter Coffee
17762,Cookie Crunch
17762,Custard
17762,Hot Chocolate
17762,Hot Coffee
17762,Latte
17763,Kerala Parotta
17763,Appam
17763,Buttermilk
17763,Biryani
17763,Chicken Fry
17763,Beef Fry
17763,Fish Curry
17764,Samosa
17764,Poha
17764,Chaat
17764,Chhole Bhature
17764,Ginger Tea
17764,Chole
17764,Aloo Tikki
17765,Chocolate Icecreams
17765,Coffee Craze
17765,Chocolava
17765,Ferrero Rocher
17765,Waffles
17765,Nutella Brownie
17765,Tiramisu
17766,Ramen
17766,Cocktails
17766,Crab Sushi
17766,Maki Roll
17766,Creme Brulee
17766,Thai Chicken Salad
17766,Beef Salad
17767,Not Provided
17768,Not Provided
17769,Sea Food
17769,Masala Prawn
17769,Crabmeat Soup
17769,Crab Ghee Roast
17769,Anjal Masala Fry
17769,Prawn Curry
17769,Tandoori Pomfret
17770,Cup Cake
17770,Fruit Gateau
17770,Sponge Cake
17770,Mango Cake
17770,Eggless Cake
17770,Chocolate Truffle Cake
17770,Cheesecake
17771,Not Provided
17772,Hot Chocolate
17772,Chocolate Pastry
17772,Cheesecake
17772,Chocolate Sundae
17772,Coffee
17772,Chips
17772,Macaroon
17773,Masala Dosa
17773,Rava Dosa
17773,Rava Idli
17773,Filter Coffee
17773,Vada
17773,Kesari Bath
17773,Veg Sandwich
17774,Biryani
17774,Kerala Parotta
17774,Chilli Chicken
17774,Paratha
17774,Roti
17775,Vegetable Biryani
17775,Raita
17775,Mutton Biryani
17775,Chicken Kebab Biryani
17775,Paneer Biryani
17775,Chicken Biryani Combo
17775,Lemon Chicken
17776,Mutton Chops
17776,Mutton Fry
17776,Brain Fry
17776,Mutton Masala
17776,Mutton Curry
17776,Donne Biryani
17776,Chicken Curry
17777,Not Provided
17778,Not Provided
17779,Ginger Tea
17779,Maggi
17779,Ice Tea
17779,Ginger Chai
17779,Samosa
17779,Lemon Tea
17779,Vada Pav
17780,Not Provided
17781,Not Provided
17782,Noodles
17782,Momos
17782,Fish
17782,Paneer Satay
17782,Sweet Corn Soup
17782,Basil Chicken
17782,Lime Soda
17783,Not Provided
17784,Burgers
17784,Sandwiches
17784,Pizza
17784,Beef Burger
17784,Chicken Bbq Burger
17784,French Fries
17784,Barbecue Chicken Burger
17785,Sea Food
17785,Neer Dosa
17785,Murgh Ghee Roast
17785,Chicken Sukha
17785,Chicken Curry
17785,Prawn Ghee Roast
17785,Fish Fry
17786,Pasta
17787,Peri Peri Chicken
17787,Shawarma
17787,Biryani
17787,Rolls
17788,Paneer Roll
17788,Momos
17788,Thali
17788,Chai
17788,Corn Bhel
17788,Momo Platter
17788,Corn Momo
17789,Neer Dosa
17790,Sandwich
17791,Coffee
17791,Pizza
17791,Cheesecake
17791,Pasta
17791,Potato Salad
17791,Sandwiches
17791,Chicken Pot Pie
17792,Thick Shakes
17792,Choco Chip Shake
17792,Choco Hazelnut
17792,Chocolate Hazelnut Shake
17792,Oreo Shake
17792,Kit Kat Shake
17792,Butterscotch Shake
17793,Not Provided
17794,Samosa Soup
17794,Khau Suey
17794,Salads
17794,Khao Suey
17794,Avocado Ice Cream
17794,Mocktails
17794,Salad
17795,Not Provided
17796,Sandwiches
17796,Sandwich
17796,French Fries
17796,Creme Caramel
17796,Onion Rings
17796,Potato Fries
17797,Not Provided
17798,Manchow Soup
17798,Spring Roll
17798,Masala Papad
17798,Curd Rice
17798,Malai Kofta
17798,Roti
17798,Thali
17799,Not Provided
17800,Faluda
17800,Mango Lassi
17800,Fruit Lassi
17800,Sweet Lassi
17801,Not Provided
17802,Chicken Curry
17802,Fish
17802,Thali
17802,Rolls
17802,Rasgulla
17802,Chicken Biryani
17803,Not Provided
17804,Pizza
17804,Pepperoni
17805,Burgers
17805,Pizza
17805,Bacon Burger
17805,Wings
17805,Cheesecake
17805,Chicken Burger
17805,Pepperoni
17806,Chaat
17806,Jalebi
17806,Rasgulla
17806,Panipuri
17806,Dhokla
17806,Kullad Chai
17806,Paratha
17807,Sandwiches
17807,Fruit Juices
17807,Oreo Shake
17807,Sandwich
17808,Not Provided
17809,Chicken Wrap
17809,Rolls
17809,Potato Wrap
17809,Veggie Wrap
17809,Cheesy Chicken
17809,Thali
17809,Kheer
17810,Salads
17810,Pasta
17810,Dal Makhani
17810,Paratha
17810,Chole
17810,Red Velvet Cake
17810,Butter Chicken
17811,Not Provided
17812,Pasta
17812,Pizza
17812,Garlic Bread
17812,Ravioli
17812,Orange Mojito
17812,Chicken Calzone
17812,Mocktails
17813,Mutton Biryani
17813,Andhra Style Biryani
17813,Andhra Meal
17813,Chicken Biryani
17813,Butter Naan
17813,Dal Palak
17813,Andhra Thali
17814,Cocktails
17814,Burgers
17814,Nachos
17814,Sandwiches
17814,Butterfly Chicken
17814,Pizza
17814,Dabeli
17815,Chocolate Overload
17815,Burgers
17815,Pasta
17815,Peri Peri Chicken Pizza
17815,Peri Peri Chicken Burger
17815,Momos
17815,Freak Shake
17816,Momos
17816,Thukpa
17816,Noodles
17816,Nepali Thali
17816,Chicken Momo
17816,Chilli Momo
17817,Biryani
17817,Multi Grain Dosa
17817,Kheer
17817,Egg Bhurji
17817,Sooji Halwa
17817,Tamarind Chicken
17817,Coffee
17818,Salads
17818,Sandwich
17818,Pasta
17818,Tea
17818,Hot Chocolate
17818,Paella
17818,Banana Smoothie
17819,Jasmine Tea
17819,Spring Roll
17819,Golden Fried Prawns
17819,Hakka Noodles
17819,Hunan Chicken Gravy
17819,Drunken Chicken Wings
17819,Dragon Rolls
17820,Gajar Halwa
17820,Shikanji
17820,Kheer
17820,Lunch Buffet
17820,Dal Makhani
17820,Panner Tikka
17820,Butter Chicken
17821,Pasta
17821,Wedges
17821,Pizza
17821,Nachos
17821,Mocktails
17821,Peri Peri Fish
17821,Thick Shakes
17822,Spaghetti
17822,Beef Steak
17822,Bbq Chicken Pizza
17822,Burgers
17822,Apple Pie
17822,Ice Tea
17822,Salads
17823,Not Provided
17824,Pasta
17824,Supreme Pizza
17824,Thin Crust Pizza
17824,Cheesy Garlic Bread
17825,Burgers
17825,Fries
17825,Mcaloo Tikki
17825,Vegetarian
17825,Mc Spicy Chicken
17825,Sandwiches
17826,Egg Paratha
17826,Tangdi Kabab
17826,Butter Chicken
17826,Ghee Rice
17826,Faluda
17826,Shawarma
17826,Chicken Kebab
17827,Not Provided
17828,Not Provided
17829,Virgin Mojito
17829,Pasta Alfredo
17829,Mocktails
17829,Mutton Boti Kebab
17829,Chelo Kebab
17829,Diwani Handi
17829,Dragon Rolls
17830,Not Provided
17831,Jalebi
17831,Lunch Buffet
17831,Dal Kichadi
17831,Panneer Butter Masala
17831,Crispy Corn
17831,Dal Makhani
17831,Gulab Jamun
17832,Pancakes
17832,Cocktails
17832,Biryani
17832,Draught Beer
17832,Long Island Iced Tea
17832,Nachos
17832,Mocktails
17833,Phirni
17833,Panneer Butter Masala
17833,Gulab Jamun
17833,Roti
17833,Murgh Angara
17833,Chicken Biryani
17833,Paneer Angara
17834,Not Provided
17835,Sushi
17835,Bibimbap
17835,Katsu Curry
17835,Noodles
17835,Chicken Gyoza
17836,Pizza
17836,Pasta
17836,Burgers
17836,Lasagne
17836,Masala Garlic Bread
17837,Cup Cake
17837,Gooey Chocolate Cupcake
17837,Tiramisu
17837,Choco Cake
17838,Shawarma
17838,Rolls
17838,Chicken Grill
17838,Kathi Roll
17838,Paneer Roll
17838,Chicken Shawarama
17838,Egg Roll
17839,Not Provided
17840,Neer Dosa
17840,Sea Food
17840,Chicken Sukha
17840,Murgh Ghee Roast
17840,Sweet Corn Soup
17840,Mutton Paya Soup
17840,Fish
17841,Momos
17841,Wedges
17841,Chai
17841,Veg Club Sandwich
17841,Masala Tea
17841,Pasta
17841,Waffles
17842,Not Provided
17843,Chips
17843,Cocktails
17843,Biryani
17843,Pinacolada
17843,Almond Soup
17843,Mocktails
17843,Tomato Soup
17844,Coffee
17844,Brownie
17845,Not Provided
17846,Not Provided
17847,Poha
17847,Bun Maskas
17847,Ginger Chai
17847,Sabudana Khichdi
17847,Vada Pav
17847,Samosa Bun
17847,Sandwiches
17848,Sea Food
17848,Fish
17848,Tomato Masala
17848,Murgh Ghee Roast
17848,Neer Dosa
17848,Ghee Roast Mutton
17848,Mutton Sukha
17849,Palak Paneer
17849,Mango Lassi
17849,Panner Tikka
17849,Veg Platter
17849,Dal Makhani
17849,Chicken Rara
17849,Malai Tikka
17850,Burgers
17850,Steak
17850,Pancakes
17850,Beef Burger
17850,Oreo Thick Shakes
17850,Chicken Juicy Burger
17850,Pasta
17851,Palak Khichdi
17851,Hyderabadi Biryani
17851,Seekh Kebab
17851,Chole
17851,Naan
17851,Chaat
17851,Fries
17852,Pizza
17852,Garlic Bread
17853,Thali
17853,Lassi
17853,Litti
17853,Pav Bhaji
17853,Chole Bhature
17853,Aloo Paratha
17854,Margarita
17854,Cheesy Pizza
17855,Tom Yum Soup
17855,Fish
17855,Salad
17856,Tiramisu Ice Cream
17856,Chocolate Overload
17856,Paneer Tikka Pizza
17856,Hot Chocolate
17856,Chicken Chilli Pizza
17856,Mango Tango
17856,Chocolate Lava
17857,Handi Biryani
17857,Sandwich
17858,Noodles
17858,Kung Pao Vegetables
17858,Sweet Corn Soup
17858,Chowmein
17858,Prawn
17859,Andhra Meal
17859,Mutton Soup
17859,Vegetable Biryani
17859,Non Veg Thali
17859,Chicken Boneless Biryani
17859,Mutton Biryani
17859,Chilli Chicken
17860,Pav Bhaji
17860,Filter Coffee
17860,Onion Dosa
17860,Rava Dosa
17860,Mysore Pak
17860,Vada
17860,Filter Kaapi
17861,Not Provided
17862,Not Provided
17863,Rolls
17863,Paratha
17863,Double Egg Roll
17864,Not Provided
17865,Lime Soda
17865,Crispy Chicken
17865,Kung Pao Chicken
17865,Hakka Noodles
17865,Veg Manchow Soup
17865,Clear Soup
17865,Singapore Noodles
17866,Donut
17867,Not Provided
17868,Malabar Fish Curry
17868,Appam
17868,Idiyappam
17868,Sea Food
17868,Fish Fry
17868,Thali
17868,Ghee Rice
17869,Chicken Grill
17869,Rolls
17869,Chicken Roll
17869,Shawarma Roll
17869,Rumali Roti
17869,Paneer Roll
17869,Tandoori Chicken
17870,Not Provided
17871,Butter Chicken
17871,Rolls
17871,Railway Mutton Curry
17871,Panneer Butter Masala
17871,Chole Bhature
17871,Roti
17871,Palak Paneer
17872,Not Provided
17873,Not Provided
17874,Not Provided
17875,Momos
17875,Thukpa
17875,Butter Tea
17876,Not Provided
17877,Coffee
17877,Berryblast
17877,Nachos
17877,Chocolate Waffles
17877,Nutella Waffle
17877,Chocolate Overload
17877,Sandwiches
17878,Not Provided
17879,Not Provided
17880,Not Provided
17881,Decor
17882,Naan
17882,Sea Food
17882,Biryani
17882,Lime Soda
17883,Potato Fries
17883,Imli
17883,Missi Rotis
17883,Jalebi
17883,Chaat
17883,Shikanji
17883,Ginger Tea
17884,Burgers
17884,Mojito
17884,Sea Food
17884,Hot Dog
17884,French Fries
17884,Crab Burger
17884,Peri Fries
17885,Not Provided
17886,Not Provided
17887,Rasmalai
17887,Gulab Jamun
17887,Pav Bhaji
17887,Chaat
17887,Sev Puri
17887,Kaju Katli
17888,Not Provided
17889,Pizza
17889,Cocktails
17889,Pasta
17889,Mushroom Soup
17889,Panna Cotta
17889,Mocktails
17889,Sandwich
17890,Noodles
17890,Cocktails
17890,Spicy Chicken Bangkok Bowl
17890,Tempura Prawns
17890,Pad Thai
17890,Dumplings
17890,Khao Suey
17891,Crab Soup
17891,Raita
17891,Kozhi Biryani
17891,Mutton Biryani
17892,Faluda
17892,Chicken Curry
17892,Keema Biryani
17892,Vegetable Biryani
17892,Chicken Dosa
17892,Guntur Chicken Biryani
17892,Thali
17893,Paratha
17893,Gulab Jamun
17893,Sweet Lassi
17893,Paneer Bhurji
17893,Chaach
17893,Paneer Parantha
17893,Raita
17894,Burgers
17894,Pasta
17894,Caramel Custard
17894,Crispy Corn
17894,Mutton Curry
17894,Lemonade
17894,Fries
17895,Not Provided
17896,Not Provided
17897,Appam
17897,Fish
17897,Mutton Stew
17897,Cocktails
17897,Egg Roast
17897,Prawn Curry
17897,Chicken Stew
17898,Not Provided
17899,Pizza
17899,Pasta
17899,Mozzarella Sticks
17899,Mocktails
17899,Fries
17899,Tiramisu
17899,Salad
17900,Not Provided
17901,Icecream Cake
17901,Almond Crunch
17901,Cream Cake
17901,Belgian Chocoholic
17902,Churros
17902,Salad
17902,Nachos
17902,Burrito
17903,Churros
17903,Empanadas
17903,Hot Chocolate
17903,Chocolate Banana
17903,Salad
17903,Chocolate Shake
17903,Patata Bravas
17904,Not Provided
17905,Ferrero Rocher
17905,Belgian Chocolate
17905,Milk Shake
17905,Cake Jar
17905,Chocolate Hazelnut
17905,Thick Shakes
17905,Lychee Delight
17906,Burgers
17906,Pasta
17906,Sandwiches
17907,Veg Thali
17907,Dahi Vada
17907,Malpua
17907,Rajasthani Thali
17907,Rabri
17907,Buttermilk
17907,Jalebi
17908,Not Provided
17909,Tea
17909,Maggi
17909,Omelette
17909,Kullad Chai
17909,Chicken Sausages
17909,Momos
17909,Masala Chai
17910,Gelato
17910,Strawberry Sundae
17910,Hot Chocolate
17910,Brownie
17910,Wedges
17910,Peri Peri Fries
17910,Thick Shakes
17911,Neer Dosa
17911,Butter Naan
17911,Chicken Curry
17911,Butter Chicken
17911,Panneer Butter Masala
17911,Dal Tadka
17911,Biryani
17912,Cocktails
17912,Pizza
17912,Mocktails
17912,Jalapeno Nuggets
17912,Chicken Tikka
17912,Fish Grill
17912,Steak
17913,Paratha
17913,Panipuri
17913,Puri Sabzi
17913,Rasgulla
17913,Rasmalai
17913,Pav Bhaji
17913,Samosa Chaat
17914,Chaat
17914,Panipuri
17914,Chole Bhature
17914,Rasmalai
17914,Chhole Bhature
17914,Sev Puri
17914,Samosa
17915,Waffles
17915,Pancakes
17916,Noodles
17916,Momos
17916,Sweet Corn Soup
17916,Egg Fried Rice
17916,Manchurian
17916,Chowmein
17917,Not Provided
17918,Biryani
17918,Mutton Bone Soup
17918,Crab Toast
17918,Uttapam
17918,Fish
17918,Sea Food
17918,Chicken Chettinad
17919,Pizza
17919,Garlic Bread
17920,Tandoori Chicken
17920,Chicken Biryani
17920,Paratha
17920,Butter Chicken
17921,Hot Chocolate
17921,Pizza
17921,Sandwiches
17921,Pancakes
17921,Mushroom Pasta
17921,Pasta Salad
17921,Sandwich
17922,Not Provided
17923,Not Provided
17924,Sizzler Brownie
17924,Ice Tea
17924,Paneer Steak
17924,Sangria
17924,Momos
17924,Pizza
17924,Tomato Soup
17925,Not Provided
17926,Burgers
17926,Pasta
17926,Chicken Wings
17926,Chicken Popcorn
17926,Chicken Burger
17926,Cheese Corn Balls
17927,Not Provided
17928,Not Provided
17929,Paneer Biryani
17929,Vegetable Biryani
17929,Paratha
17930,Chicken Noodle
17930,Rice Noodles
17930,Dragon Rolls
17930,American Chopsuey
17930,Fried Rice Chicken
17930,Chowmein
17930,Clear Chicken Soup
17931,Sandwiches
17931,Mint Oreo Shake
17931,Faluda
17931,Brownie Shake
17931,Cheese Sandwich
17931,Ice-cream Shake
17931,Chicken Sandwich
17932,Not Provided
17933,Not Provided
17934,Not Provided
17935,Rolls
17935,Ice Cream Roll
17935,Brownie
17935,Hot Chocolate
17935,Peri Peri Fries
17935,Irish Coffee
17935,Mississippi Mudpie
17936,Waffles
17936,Mocha Waffle
17937,Mutton Biryani
17937,Dal Makhani
17937,Chicken Malai Tikka
17937,Paneer Makhani
17937,Faluda
17937,Jal-jeera
17937,Cocktails
17938,Not Provided
17939,Not Provided
17940,Not Provided
17941,Balti Gosht
17941,Cocktails
17941,Dal Makhani
17942,Apple Pie
17942,Mascarpone Cheese
17942,Nolen Gurer Ice Cream
17942,Paan Ice Cream
17942,Nolen Gur
17942,Gur Ice Cream
17942,Salted Caramel
17943,Not Provided
17944,Schezwan Momos
17944,Noodles
17945,Not Provided
17946,Not Provided
17947,Dum Biryani
17948,Not Provided
17949,Not Provided
17950,Rolls
17950,Paratha
17950,Chicken Chaap
17950,Kathi Roll
17950,Chicken Egg Roll
17950,Mutton Biryani
17951,Gelato Ice Cream
17951,Chocolate Icecreams
17951,Tiramisu
17951,Coffee
17951,Italian Icecream
17951,Caramel Ice Cream
17951,Waffle Cone
17952,English Breakfast
17952,Waffles
17952,Chicken Lasagne
17952,Pasta
17952,Watermelon Juice
17952,Momos
17952,Thukpa
17953,Not Provided
17954,Not Provided
17955,Not Provided
17956,Cheesecake
17956,Key Lime Pie
17957,Not Provided
17958,Dark Chocolate Shake
17958,Cappuccino
17958,Pancakes
17958,Hot Chocolate
17958,Wedges
17958,Waffles
17958,Garlic Bread
17959,Not Provided
17960,Prawn Ghee Roast
17960,Fish
17960,Chicken Stew
17960,Appam
17960,Sol Kadhi
17960,Neer Dosa
17960,Kerala Parotta
17961,Chicken Biryani
17962,Lassi
17962,Bhindi Masala
17962,Chicken Butter Masala
17962,Dal Makhani
17962,Achari Paneer
17962,Chicken Bharta
17962,Malai Kofta
17963,Not Provided
17964,Not Provided
17965,Mutton Biryani
17965,Pahari Chicken
17965,Chicken Biryani
17965,Mutton Chops
17965,Mutton Roganjosh
17965,Shawarma
17965,Raita
17966,Not Provided
17967,Coffee
17967,Momos
17967,Sandwich
17967,Tiramisu
17967,Nachos
17967,Kiwi Ice Tea
17967,Masala Tea
17968,Not Provided
17969,Not Provided
17970,Not Provided
17971,Salted Caramel Brownie
17972,Appam
17972,Fish Curry
17972,Buttermilk
17972,Chicken Stew
17972,Kadala Curry
17972,Kerala Parotta
17972,Roast Beef
17973,Dhokla
17973,Raj Kachori
17973,Rabri
17974,Maki Roll
17974,Jumbo Prawns
17974,Fish
17974,Rolls
17974,Sashimi
17974,Miso Soup
17974,Maki Sushi
17975,Not Provided
17976,Not Provided
17977,Pasta
17977,Salads
17977,Sandwich
17977,Coffee
17977,Tea
17977,Sandwiches
17978,Burgers
17978,Coffee
17978,Mutton Burger
17978,Sandwiches
17978,Hot Chocolate
17978,Fries
17978,Sandwich
17979,Pizza
17979,Cheesy Fries
17979,Tiramisu
17979,Ravioli Pasta
17979,Salads
17979,Burgers
17979,Cocktails
17980,Not Provided
17981,Wedges
17981,Chicken Waffles
17981,Sandwiches
17981,Blueberry Waffles
17981,Blueberry Pancakes
17981,Fruit Pancake
17981,Belgian Waffles
17982,Sandwiches
17982,Maggi
17982,Ginger Chai
17982,Samosa
17982,Ginger Tea
17982,Kesar Chai
17982,Masala Chai
17983,Not Provided
17984,Not Provided
17985,Sandwiches
17985,Chicken Sandwich
17985,Faluda
17985,Egg Sandwich
17985,Salads
17985,Fruit Salad
17986,Not Provided
17987,Momos
17987,Thick Shakes
17987,Peri Peri Fries
17987,Burgers
17987,Hot Chocolate
17987,Sandwich
17987,Virgin Mojito
17988,Roti
17988,Naan
17988,Butter Chicken
17988,Biryani
17988,Saffron Rice
17988,Mutton Kebab
17988,Lassi
17989,Neer Dosa
17989,Sea Food
17989,Fish
17989,Murgh Ghee Roast
17989,Anjal Masala Fry
17989,Prawn Ghee Roast
17989,Mutton Biryani
17990,Not Provided
17991,Not Provided
17992,Not Provided
17993,Biryani
17993,Chicken Curry
17993,Kerala Parotta
17993,Appam
17993,Chicken Grill
17994,Not Provided
17995,Sandwiches
17995,Thick Shakes
17995,Nutella Shake
17995,Sandwich
17995,Coffee
17995,Choco Almond
17996,Rolls
17996,Beda Roti
17996,Chicken Malai Roll
17996,Peri Peri Chicken
17996,Mutton Baida Roti
17996,Chicken Beda
17996,Chicken Baida Roti
17997,Dal Makhani
17997,Chocolate Cake
17997,Kulcha
17997,Phirni
17997,Hara Bhara Kabab
17997,Paneer Lababdar
17997,Kheer
17998,Not Provided
17999,Not Provided
18000,Biryani
18000,Roti
18000,Fish
18000,Rice Bowls
18001,Not Provided
18002,Mutton Roganjosh
18002,Mango Mousse
18002,Sev Puri
18002,Kadai Paneer
18002,Butter Chicken
18002,Mocktails
18002,Chicken Biryani
18003,Salads
18003,Chicken Bbq Wings
18003,Sandwiches
18003,Pasta
18003,Biryani
18003,Pizza
18003,Popcorn
18004,Burgers
18004,Momos
18004,Sandwiches
18004,Chicken Seekh Roll
18004,Sandwich
18005,Not Provided
18006,Sea Food
18006,Murgh Ghee Roast
18006,Fish Fry
18006,Neer Dosa
18006,Bread Pudding
18006,Caramel Custard
18006,Crab Soup
18007,Noodles
18007,Paneer Manchurian
18007,Chaat
18007,Paratha
18007,Paneer Fried Rice
18007,Babycorn Manchurian
18008,Not Provided
18009,Pasta
18009,Caesar Salad
18009,Wood Fire Pizza
18009,Chocolate Bomb
18009,Ravioli
18009,Cocktails
18009,Mocktails
18010,Not Provided
18011,Filter Coffee
18011,Mini Idlis
18012,Not Provided
18013,Not Provided
18014,Veg Pulao
18014,Sarso Da Saag
18014,Chicken Curry
18014,Murgh Makhani
18014,Makkai Roti
18014,Tandoori Chicken
18014,Dal Makhani
18015,Not Provided
18016,Butter Chicken
18016,Chaach
18016,Paratha
18016,Tandoori Chicken
18016,Biryani
18016,Dal Makhani
18016,Kulcha
18017,Not Provided
18018,Beer
18018,Cocktails
18018,Chicken Burger
18018,Pasta
18018,Tandoori Chicken
18018,Chicken Manchurian
18018,Pizza
18019,Not Provided
18020,Not Provided
18021,Not Provided
18022,Not Provided
18023,Beer
18023,Mocktails
18023,Vada
18023,Pancakes
18023,Waffles
18023,Pasta
18023,Appam
18024,Not Provided
18025,Burgers
18025,Fries
18025,Bbq Chicken Pizza
18025,Pasta
18025,Potato Wedges
18025,Peri Peri Chicken
18025,Steak
18026,Burgers
18026,Raita
18026,Fries
18026,Chicken Noodle
18026,Bbq Burger
18026,Poha
18026,Sandwiches
18027,Not Provided
18028,Not Provided
18029,Not Provided
18030,Badam Milk
18030,Cocktails
18030,Mutton Liver Fry
18030,Paan Mojito
18030,Veg Thali
18030,Mocktails
18030,Neer Dosa
18031,Panipuri
18031,Faluda
18031,Guava Ice Cream
18031,Kulfi
18031,Belgian Chocolate
18031,Coffee
18031,Masala Chai
18032,Breakfast Platter
18032,Roast Chicken
18032,Sea Food
18032,Calamari
18032,Waffles
18032,Chorizo Pav
18032,Prawn Curry
18033,Not Provided
18034,Cocktails
18034,Sushi
18034,Lobster Dumplings
18034,Cheesecake
18035,Sea Food
18035,Sushi
18036,Not Provided
18037,Coffee
18038,Not Provided
18039,Salads
18039,Cocktails
18039,Khao Suey
18039,Jumbo Prawns
18039,Veg Sushi
18039,Espresso Martini
18039,Tom Yum Soup
18040,Not Provided
18041,Masala Dosa
18041,Panneer Butter Masala
18041,Thali
18042,Cheesecake
18042,Sandwiches
18042,Tiramisu
18042,Coffee
18042,Hot Chocolate
18042,Red Velvet Cake
18042,Brownie
18043,Not Provided
18044,Sea Food
18044,Spicy Crab Soup
18044,Cocktails
18044,Squid Fry
18044,Prawn Curry
18044,Lobster
18044,Fish Curry
18045,Cup Cake
18045,Cheesecake
18045,Chocolate Mudpie
18045,Tiramisu
18045,Apple Pie
18045,Chocolate Cake
18045,Blueberry Cheese Cake
18046,Salads
18046,Pasta
18046,Sandwiches
18046,Momos
18046,Hakka Noodles
18046,Veg Salad
18046,Russian Salad
18047,Not Provided
18048,Not Provided
18049,Not Provided
18050,Not Provided
18051,Not Provided
18052,Chura Paratha
18052,Mocktails
18052,Phirni
18052,Shikanji
18052,Soan Papdi
18053,Bhatti Chicken
18053,Chole
18053,Shahi Tukda
18054,Not Provided
18055,Hot Chocolate
18055,Coffee
18055,Cappuccino
18055,Croissant
18055,Cheesecake
18055,Carrot Cake
18055,Sourdough Bread
18056,Not Provided
18057,Filter Coffee
18057,Crab Soup
18057,Fish
18057,Fried Rice
18058,English Breakfast
18058,Coffee
18058,Watermelon Feta Salad
18058,Waffles
18058,Salads
18058,Pasta
18058,Hazelnut Cappuccino
18059,Not Provided
18060,Not Provided
18061,Not Provided
18062,Not Provided
18063,Not Provided
18064,Sweet Lassi
18064,Faluda
18064,Mango Lassi
18064,Kesar Badam Kulfi
18064,Pudina Lassi
18064,Fruit Juices
18064,Triple Sundae
18065,Not Provided
18066,Ginger Tea
18066,Cup Cake
18066,Sandwich
18066,Pasta
